k,il,il_hat,vc,vc_hat,vR2,vR2_hat,iR2,iR2_hat
895,3.681037,3.674805,-7.351367,-7.356445,8.275014,8.278088,0.008210,0.008275
896,3.090730,3.085938,-6.172258,-6.175781,6.946383,6.949736,0.007583,0.006947
897,2.487437,2.483398,-4.967212,-4.971680,5.592599,5.594517,0.004519,0.005593
898,1.874371,1.871094,-3.742652,-3.745117,4.212605,4.214388,0.003732,0.004213
899,1.254472,1.250977,-2.504451,-2.506836,2.818652,2.820582,0.003927,0.002820
900,0.628655,0.625977,-1.254428,-1.255859,1.412470,1.412855,0.001739,0.001412
901,0.000759,0.000000,-0.000263,-0.002930,0.002460,0.002931,-0.000083,0.000003
902,-0.627429,-0.627930,1.254482,1.252930,-1.411728,-1.410414,0.000141,-0.001410
903,-1.252561,-1.252930,2.503118,2.504883,-2.819848,-2.819117,-0.002894,-0.002818
904,-1.873104,-1.872070,3.742583,3.744141,-4.213854,-4.213656,-0.004542,-0.004212
905,-2.485442,-2.484375,4.965652,4.966797,-5.589808,-5.589878,-0.005008,-0.005588
906,-3.087896,-3.084961,6.168976,6.169922,-6.942350,-6.943630,-0.006675,-0.006941
907,-3.679292,-3.676758,7.350211,7.353516,-8.274079,-8.275646,-0.007825,-0.008273
908,-4.255763,-4.251953,8.501627,8.504883,-9.569648,-9.571273,-0.006772,-0.009568
909,-4.815597,-4.811523,9.619809,9.623047,-10.827521,-10.829777,-0.010868,-0.010826
910,-5.356229,-5.350586,10.699630,10.704102,-12.043255,-12.046029,-0.011349,-0.012042
911,-5.875663,-5.869141,11.737107,11.740234,-13.208646,-13.212215,-0.013551,-0.013208
912,-6.372285,-6.366211,12.729016,12.733398,-14.326372,-14.330044,-0.015811,-0.014325
913,-6.842693,-6.835938,13.668558,13.673828,-15.385120,-15.388282,-0.016363,-0.015383
914,-7.286135,-7.278320,14.554237,14.557617,-16.380541,-16.383020,-0.017612,-0.016377
915,-7.701264,-7.693359,15.383361,15.389648,-17.315849,-17.319144,-0.017774,-0.017313
916,-8.086012,-8.077148,16.151797,16.157227,-18.180769,-18.182976,-0.020219,-0.018177
917,-8.439460,-8.429688,16.857713,16.863281,-18.975541,-18.977448,-0.018215,-0.018971
918,-8.759861,-8.749023,17.497617,17.501953,-19.695516,-19.696209,-0.020129,-0.019689
919,-9.044625,-9.033203,18.066336,18.069336,-20.334191,-20.334864,-0.020197,-0.020328
920,-9.293815,-9.281250,18.563997,18.565430,-20.894057,-20.893168,-0.020804,-0.020886
921,-9.506875,-9.493164,18.989491,18.989258,-21.373122,-21.370144,-0.020201,-0.021363
922,-9.682021,-9.667969,19.339254,19.336914,-21.767706,-21.761641,-0.020720,-0.021754
923,-9.818438,-9.801758,19.611656,19.604492,-22.075340,-22.062773,-0.019690,-0.022055
924,-9.916862,-9.897461,19.808173,19.795898,-22.294922,-22.278182,-0.021392,-0.022270
925,-9.976391,-9.955078,19.926999,19.909180,-22.430808,-22.405913,-0.022152,-0.022398
926,-9.995386,-9.969727,19.964858,19.938477,-22.470528,-22.438884,-0.022267,-0.022431
927,-9.976397,-9.947266,19.926855,19.892578,-22.430212,-22.387352,-0.021073,-0.022379
928,-9.917667,-9.885742,19.809467,19.769531,-22.297176,-22.248875,-0.021887,-0.022241
929,-9.819343,-9.786133,19.612996,19.572266,-22.076101,-22.026628,-0.021996,-0.022019
930,-9.683132,-9.651367,19.340852,19.303711,-21.769125,-21.724274,-0.022713,-0.021717
931,-9.507075,-9.478516,18.989115,18.958984,-21.372149,-21.336197,-0.020367,-0.021329
932,-9.294440,-9.270508,18.564325,18.543945,-20.895812,-20.868990,-0.020290,-0.020862
933,-9.045207,-9.024414,18.066433,18.051758,-20.332420,-20.315082,-0.018776,-0.020308
934,-8.760286,-8.742188,17.497260,17.490234,-19.694319,-19.682777,-0.020119,-0.019676
935,-8.440107,-8.425781,16.857661,16.856445,-18.975772,-18.969633,-0.019672,-0.018963
936,-8.088409,-8.075195,16.155116,16.155273,-18.183521,-18.180534,-0.019703,-0.018174
937,-7.703177,-7.692383,15.385585,15.387695,-17.317335,-17.316946,-0.017584,-0.017311
938,-7.287574,-7.277344,14.555398,14.557617,-16.382643,-16.382776,-0.017572,-0.016377
939,-6.843903,-6.834961,13.669152,13.672852,-15.384921,-15.387061,-0.014052,-0.015382
940,-6.373587,-6.365234,12.729688,12.734375,-14.328712,-14.330777,-0.016298,-0.014326
941,-5.876682,-5.868164,11.737115,11.739258,-13.209440,-13.210994,-0.013603,-0.013206
942,-5.357061,-5.350586,10.699176,10.703125,-12.042101,-12.045053,-0.013348,-0.012041
943,-4.816083,-4.810547,9.618583,9.622070,-10.827078,-10.828556,-0.011793,-0.010825
944,-4.257405,-4.251953,8.502642,8.506836,-9.570950,-9.573227,-0.009253,-0.009570
945,-3.681298,-3.675781,7.351890,7.354492,-8.274591,-8.276379,-0.008131,-0.008273
946,-3.090457,-3.086914,6.171712,6.174805,-6.947369,-6.949003,-0.007647,-0.006947
947,-2.487726,-2.484375,4.967791,4.969727,-5.591984,-5.592808,-0.005165,-0.005591
948,-1.874626,-1.872070,3.743162,3.744141,-4.213211,-4.213656,-0.003996,-0.004212
949,-1.254440,-1.252930,2.504387,2.505859,-2.819698,-2.820094,-0.003447,-0.002819
950,-0.628936,-0.628906,1.254991,1.254883,-1.413751,-1.412612,-0.000819,-0.001412
951,-0.001572,-0.001953,0.001888,0.001953,-0.004462,-0.002442,-0.000492,-0.000002
952,0.626850,0.625977,-1.253327,-1.252930,1.410016,1.409925,0.002270,0.001409
953,1.252334,1.250977,-2.502665,-2.504883,2.817474,2.818629,0.004123,0.002818
954,1.871808,1.870117,-3.739991,-3.742188,4.209629,4.211213,0.004766,0.004210
955,2.484675,2.482422,-4.964121,-4.967773,5.587812,5.590366,0.004874,0.005588
956,3.088104,3.084961,-6.169394,-6.173828,6.944440,6.947538,0.008123,0.006945
957,3.678682,3.674805,-7.348990,-7.352539,8.271393,8.274181,0.007202,0.008271
958,4.255188,4.250000,-8.500478,-8.504883,9.567736,9.570784,0.008760,0.009567
959,4.814563,4.809570,-9.617742,-9.625000,10.826229,10.831242,0.010563,0.010827
960,5.355381,5.348633,-10.697936,-10.703125,12.040341,12.044564,0.013195,0.012040
961,5.874558,5.867188,-11.734899,-11.741211,13.208842,13.212704,0.012419,0.013208
962,6.370700,6.363281,-12.725850,-12.733398,14.324282,14.329311,0.013883,0.014324
963,6.841340,6.833984,-13.665857,-13.675781,15.384784,15.389747,0.016252,0.015384
964,7.286027,7.277344,-14.554024,-14.561523,16.383052,16.386683,0.015240,0.016381
965,7.701875,7.691406,-15.384582,-15.390625,17.316289,17.319632,0.016535,0.017313
966,8.086324,8.075195,-16.152420,-16.157227,18.179396,18.182488,0.018775,0.018176
967,8.439554,8.428711,-16.857900,-16.864258,18.975460,18.978181,0.019694,0.018971
968,8.759680,8.747070,-17.497255,-17.501953,19.693970,19.695721,0.018949,0.019689
969,9.045347,9.032227,-18.067779,-18.072266,20.336584,20.337550,0.019214,0.020330
970,9.294546,9.280273,-18.565457,-18.568359,20.896407,20.895854,0.019231,0.020888
971,9.507481,9.493164,-18.990703,-18.992188,21.376603,21.373075,0.021593,0.021365
972,9.682599,9.666016,-19.340408,-19.337891,21.769418,21.762129,0.021070,0.021754
973,9.819495,9.799805,-19.613769,-19.606445,22.075564,22.064238,0.020315,0.022056
974,9.917929,9.896484,-19.810304,-19.797852,22.298258,22.279891,0.021004,0.022272
975,9.976803,9.951172,-19.927821,-19.907227,22.429625,22.402982,0.021870,0.022395
976,9.997194,9.968750,-19.968473,-19.940430,22.474852,22.440593,0.023532,0.022433
977,9.977850,9.946289,-19.929755,-19.893555,22.431781,22.388084,0.024717,0.022380
978,9.918903,9.884766,-19.811936,-19.770508,22.300433,22.249607,0.023132,0.022242
979,9.820264,9.785156,-19.614835,-19.573242,22.076261,22.027360,0.021423,0.022020
980,9.683335,9.648438,-19.341255,-19.302734,21.770095,21.722564,0.021269,0.021715
981,9.507806,9.476562,-18.990577,-18.958008,21.374965,21.334731,0.022389,0.021327
982,9.294603,9.267578,-18.564649,-18.541992,20.894582,20.866303,0.021485,0.020859
983,9.045347,9.022461,-18.066712,-18.053711,20.335342,20.316547,0.020240,0.020309
984,8.759548,8.740234,-17.495783,-17.490234,19.694819,19.682288,0.020337,0.019675
985,8.440770,8.423828,-16.858989,-16.857422,18.976656,18.970121,0.019438,0.018963
986,8.087143,8.072266,-16.152583,-16.153320,18.180384,18.177847,0.016257,0.018171
987,7.702660,7.689453,-15.384554,-15.387695,17.315719,17.316213,0.018493,0.017310
988,7.287774,7.276367,-14.555799,-14.560547,16.383250,16.385462,0.015854,0.016380
989,6.843273,6.833008,-13.667893,-13.673828,15.385508,15.387549,0.014950,0.015382
990,6.372621,6.363281,-12.727757,-12.733398,14.326958,14.329311,0.013577,0.014324
991,5.876180,5.868164,-11.736113,-11.743164,13.211114,13.214902,0.014326,0.013210
992,5.357339,5.350586,-10.699734,-10.707031,12.045258,12.048960,0.009990,0.012045
993,4.817508,4.810547,-9.621432,-9.626953,10.830287,10.833440,0.012220,0.010830
994,4.257165,4.250000,-8.502160,-8.505859,9.568885,9.571761,0.009662,0.009568
995,3.681357,3.674805,-7.352007,-7.355469,8.274183,8.277112,0.008051,0.008274
996,3.090403,3.084961,-6.171604,-6.176758,6.948514,6.950468,0.007083,0.006948
997,2.487323,2.482422,-4.966984,-4.969727,5.590395,5.592319,0.007448,0.005590
998,1.875015,1.871094,-3.743940,-3.745117,4.212001,4.214388,0.004837,0.004213
999,1.253795,1.250977,-2.503095,-2.506836,2.818755,2.820582,0.002914,0.002820
1000,0.629238,0.626953,-1.255596,-1.255859,1.412869,1.413100,0.000441,0.001413
1001,0.001000,0.000000,-0.000745,-0.002930,0.002238,0.002931,0.001047,0.000003
1002,-0.626672,-0.626953,1.252970,1.251953,-1.409873,-1.409192,-0.002566,-0.001409
1003,-1.252774,-1.251953,2.503544,2.501953,-2.816545,-2.815942,-0.001692,-0.002815
1004,-1.872895,-1.872070,3.742165,3.742188,-4.211137,-4.211702,-0.004647,-0.004210
1005,-2.484981,-2.483398,4.964731,4.965820,-5.587364,-5.588656,-0.003701,-0.005587
1006,-3.089133,-3.086914,6.171450,6.174805,-6.948800,-6.949003,-0.009207,-0.006947
1007,-3.679106,-3.675781,7.349837,7.351562,-8.270650,-8.273448,-0.006430,-0.008271
1008,-4.255450,-4.250977,8.501002,8.501953,-9.566507,-9.568098,-0.009750,-0.009565
1009,-4.815175,-4.810547,9.618965,9.622070,-10.825970,-10.828556,-0.010360,-0.010825
1010,-5.355072,-5.350586,10.697317,10.701172,-12.040119,-12.043099,-0.013693,-0.012039
1011,-5.873365,-5.868164,11.732515,11.736328,-13.205264,-13.208064,-0.013984,-0.013203
1012,-6.371000,-6.365234,12.726452,12.732422,-14.325878,-14.328823,-0.013549,-0.014324
1013,-6.841374,-6.834961,13.665925,13.671875,-15.382362,-15.386084,-0.014689,-0.015381
1014,-7.286640,-7.278320,14.555250,14.560547,-16.382970,-16.385951,-0.016749,-0.016380
1015,-7.701901,-7.694336,15.384634,15.391602,-17.318920,-17.321342,-0.017997,-0.017315
1016,-8.086294,-8.077148,16.152360,16.157227,-18.180618,-18.182976,-0.018773,-0.018177
1017,-8.439523,-8.429688,16.857839,16.862305,-18.973707,-18.976471,-0.019373,-0.018970
1018,-8.759646,-8.748047,17.497188,17.500000,-19.693142,-19.694011,-0.018095,-0.019687
1019,-9.044984,-9.034180,18.067054,18.070312,-20.336442,-20.336085,-0.022255,-0.020329
1020,-9.293539,-9.281250,18.563444,18.565430,-20.894431,-20.893168,-0.019175,-0.020886
1021,-9.506738,-9.493164,18.989219,18.989258,-21.372626,-21.370144,-0.022122,-0.021363
1022,-9.681795,-9.666992,19.338803,19.336914,-21.768112,-21.761397,-0.021500,-0.021754
1023,-9.818876,-9.801758,19.612533,19.604492,-22.073545,-22.062773,-0.020520,-0.022055
1024,-9.917232,-9.898438,19.808912,19.797852,-22.296570,-22.280380,-0.023558,-0.022272
1025,-9.976680,-9.954102,19.927576,19.909180,-22.430087,-22.405669,-0.020885,-0.022398
1026,-9.995964,-9.970703,19.966013,19.938477,-22.471539,-22.439128,-0.023849,-0.022431
1027,-9.975845,-9.947266,19.925750,19.891602,-22.427017,-22.386375,-0.021727,-0.022378
1028,-9.917123,-9.885742,19.808380,19.769531,-22.295619,-22.248875,-0.019869,-0.022241
1029,-9.819765,-9.787109,19.613840,19.574219,-22.075521,-22.028826,-0.023552,-0.022021
1030,-9.682891,-9.651367,19.340369,19.303711,-21.771116,-21.724274,-0.022125,-0.021717
1031,-9.507707,-9.478516,18.990379,18.959961,-21.374419,-21.337174,-0.020872,-0.021330
1032,-9.295087,-9.270508,18.565616,18.543945,-20.897715,-20.868990,-0.021111,-0.020862
1033,-9.045327,-9.024414,18.066671,18.051758,-20.333954,-20.315082,-0.020157,-0.020308
1034,-8.760479,-8.743164,17.497645,17.490234,-19.693125,-19.683021,-0.019335,-0.019676
1035,-8.441531,-8.426758,16.860510,16.859375,-18.978660,-18.972808,-0.017946,-0.018966
1036,-8.087547,-8.075195,16.153390,16.153320,-18.181821,-18.178580,-0.017311,-0.018172
1037,-7.702620,-7.691406,15.384473,15.386719,-17.316166,-17.315725,-0.015765,-0.017310
1038,-7.287515,-7.277344,14.555282,14.558594,-16.383676,-16.383753,-0.015592,-0.016378
1039,-6.843299,-6.833984,13.667944,13.671875,-15.384081,-15.385839,-0.015133,-0.015380
1040,-6.373314,-6.364258,12.729144,12.733398,-14.327177,-14.329556,-0.013707,-0.014324
1041,-5.877519,-5.870117,11.738789,11.743164,-13.213210,-13.215390,-0.015587,-0.013211
1042,-5.357797,-5.350586,10.700647,10.704102,-12.043732,-12.046029,-0.012175,-0.012042
1043,-4.816982,-4.810547,9.620379,9.624023,-10.828403,-10.830509,-0.009689,-0.010827
1044,-4.256953,-4.250977,8.501737,8.504883,-9.568800,-9.571029,-0.008510,-0.009568
1045,-3.680662,-3.676758,7.350618,7.353516,-8.273841,-8.275646,-0.007925,-0.008273
1046,-3.090537,-3.086914,6.171872,6.174805,-6.947324,-6.949003,-0.007291,-0.006947
1047,-2.486386,-2.482422,4.965112,4.965820,-5.587097,-5.588412,-0.005881,-0.005586
1048,-1.874651,-1.873047,3.743214,3.746094,-4.214937,-4.215854,-0.003036,-0.004214
1049,-1.254618,-1.252930,2.504741,2.503906,-2.818619,-2.818140,-0.004056,-0.002817
1050,-0.628528,-0.626953,1.254175,1.251953,-1.410430,-1.409192,-0.001280,-0.001409
1051,-0.001576,-0.000977,0.001897,0.000000,-0.001415,-0.000244,-0.000017,-0.000000
1052,0.626046,0.625000,-1.251718,-1.252930,1.409718,1.409681,0.000396,0.001409
1053,1.251663,1.250977,-2.501324,-2.505859,2.817622,2.819605,0.004666,0.002819
1054,1.872369,1.870117,-3.741114,-3.742188,4.209465,4.211213,0.004495,0.004210
1055,2.485643,2.482422,-4.966056,-4.966797,5.587257,5.589389,0.005548,0.005587
1056,3.087193,3.083008,-6.167570,-6.170898,6.941059,6.944118,0.006431,0.006942
1057,3.678375,3.674805,-7.348379,-7.353516,8.271580,8.275158,0.007951,0.008272
1058,4.255336,4.250000,-8.500774,-8.503906,9.566862,9.569807,0.007702,0.009566
1059,4.815243,4.809570,-9.619100,-9.625000,10.827173,10.831242,0.012433,0.010827
1060,5.356238,5.349609,-10.699648,-10.705078,12.043114,12.046762,0.011732,0.012042
1061,5.874531,5.867188,-11.734844,-11.741211,13.208806,13.212704,0.011357,0.013208
1062,6.371890,6.364258,-12.728228,-12.736328,14.328896,14.332486,0.012984,0.014327
1063,6.842439,6.833984,-13.668052,-13.676758,15.385882,15.390724,0.015268,0.015385
1064,7.286489,7.278320,-14.554946,-14.562500,16.384148,16.387904,0.015939,0.016382
1065,7.702055,7.692383,-15.384943,-15.391602,17.316915,17.320853,0.016627,0.017315
1066,8.087030,8.076172,-16.153831,-16.160156,18.182110,18.185662,0.016066,0.018179
1067,8.439314,8.427734,-16.857419,-16.862305,18.972751,18.975983,0.018887,0.018969
1068,8.758884,8.747070,-17.495664,-17.500977,19.692440,19.694744,0.020829,0.019688
1069,9.044801,9.032227,-18.066689,-18.070312,20.334761,20.335597,0.019515,0.020328
1070,9.293786,9.279297,-18.563939,-18.567383,20.895034,20.894633,0.020681,0.020887
1071,9.506926,9.491211,-18.989593,-18.988281,21.372379,21.368679,0.022000,0.021361
1072,9.681550,9.665039,-19.338312,-19.334961,21.767481,21.758954,0.021176,0.021751
1073,9.818732,9.799805,-19.612245,-19.605469,22.074445,22.063262,0.022819,0.022055
1074,9.917465,9.896484,-19.809377,-19.797852,22.298703,22.279891,0.021675,0.022272
1075,9.976285,9.951172,-19.926786,-19.907227,22.428657,22.402982,0.022437,0.022395
1076,9.996570,9.968750,-19.967226,-19.939453,22.473061,22.439616,0.021798,0.022432
1077,9.976718,9.945312,-19.927494,-19.892578,22.429026,22.386863,0.022405,0.022379
1078,9.917175,9.882812,-19.808482,-19.767578,22.296268,22.246188,0.021981,0.022238
1079,9.819017,9.783203,-19.612346,-19.570312,22.074860,22.023941,0.020166,0.022016
1080,9.682249,9.647461,-19.339087,-19.299805,21.766474,21.719389,0.020731,0.021712
1081,9.507344,9.476562,-18.989655,-18.958008,21.374900,21.334731,0.021264,0.021327
1082,9.294622,9.267578,-18.564687,-18.542969,20.895546,20.867280,0.022531,0.020860
1083,9.045390,9.022461,-18.066799,-18.053711,20.336023,20.316547,0.020217,0.020309
1084,8.760016,8.741211,-17.496718,-17.489258,19.693862,19.681556,0.018955,0.019675
1085,8.440489,8.423828,-16.858425,-16.857422,18.976179,18.970121,0.018496,0.018963
1086,8.088655,8.074219,-16.155607,-16.157227,18.183899,18.182243,0.018480,0.018176
1087,7.703347,7.690430,-15.385925,-15.388672,17.318004,17.317434,0.016642,0.017311
1088,7.288969,7.277344,-14.558187,-14.562500,16.385126,16.387660,0.017629,0.016382
1089,6.844261,6.833008,-13.669865,-13.673828,15.385087,15.387549,0.014185,0.015382
1090,6.372664,6.362305,-12.727841,-12.733398,14.325343,14.329067,0.012971,0.014324
1091,5.875544,5.866211,-11.734842,-11.739258,13.207633,13.210506,0.013667,0.013206
1092,5.356781,5.348633,-10.698618,-10.703125,12.041390,12.044564,0.012004,0.012040
1093,4.816530,4.808594,-9.619477,-9.625000,10.827634,10.830998,0.010624,0.010827
1094,4.258145,4.251953,-8.504120,-8.510742,9.573573,9.577134,0.008271,0.009574
1095,3.681088,3.674805,-7.351467,-7.356445,8.274708,8.278088,0.007591,0.008275
1096,3.089436,3.083984,-6.169671,-6.172852,6.943883,6.946316,0.008282,0.006944
1097,2.486549,2.482422,-4.965440,-4.968750,5.589393,5.591343,0.005086,0.005589
1098,1.873503,1.870117,-3.740918,-3.743164,4.210268,4.212190,0.003647,0.004211
1099,1.254193,1.251953,-2.503894,-2.507812,2.819967,2.821804,0.001651,0.002821
1100,0.630003,0.627930,-1.257125,-1.258789,1.415332,1.416275,0.002815,0.001416
1101,0.000487,-0.000977,0.000283,0.000977,-0.001990,-0.001221,-0.000142,-0.000001
1102,-0.626153,-0.625977,1.251930,1.251953,-1.409839,-1.408948,-0.002586,-0.001408
1103,-1.250939,-1.250977,2.499876,2.500000,-2.813884,-2.813744,-0.003784,-0.002813
1104,-1.871989,-1.871094,3.740357,3.741211,-4.210164,-4.210481,-0.005054,-0.004209
1105,-2.485006,-2.482422,4.964784,4.964844,-5.586320,-5.587435,-0.004697,-0.005585
1106,-3.087966,-3.085938,6.169117,6.170898,-6.944150,-6.944851,-0.006005,-0.006942
1107,-3.679553,-3.676758,7.350732,7.352539,-8.273960,-8.274670,-0.007334,-0.008272
1108,-4.255281,-4.251953,8.500662,8.502930,-9.568026,-9.569319,-0.009965,-0.009566
1109,-4.815162,-4.810547,9.618940,9.621094,-10.825645,-10.827579,-0.011192,-0.010824
1110,-5.355494,-5.349609,10.698162,10.701172,-12.039879,-12.042854,-0.012340,-0.012039
1111,-5.874705,-5.868164,11.735193,11.739258,-13.208403,-13.210994,-0.014686,-0.013206
1112,-6.371379,-6.365234,12.727207,12.732422,-14.325402,-14.328823,-0.015589,-0.014324
1113,-6.841734,-6.834961,13.666643,13.671875,-15.382709,-15.386084,-0.015340,-0.015381
1114,-7.285825,-7.278320,14.553618,14.559570,-16.381736,-16.384974,-0.017198,-0.016379
1115,-7.700703,-7.691406,15.382241,15.385742,-17.311136,-17.314748,-0.017524,-0.017309
1116,-8.085494,-8.076172,16.150763,16.156250,-18.178326,-18.181755,-0.016620,-0.018175
1117,-8.439875,-8.429688,16.858545,16.863281,-18.974823,-18.977448,-0.016798,-0.018971
1118,-8.759419,-8.749023,17.496733,17.500000,-19.693046,-19.694256,-0.020326,-0.019687
1119,-9.044681,-9.033203,18.066449,18.069336,-20.334491,-20.334864,-0.018594,-0.020328
1120,-9.293786,-9.281250,18.563939,18.565430,-20.895321,-20.893168,-0.022835,-0.020886
1121,-9.506736,-9.493164,18.989215,18.989258,-21.373781,-21.370144,-0.020389,-0.021363
1122,-9.680998,-9.666016,19.337208,19.333984,-21.765551,-21.758222,-0.021568,-0.021750
1123,-9.818888,-9.801758,19.612558,19.604492,-22.075147,-22.062773,-0.021707,-0.022055
1124,-9.916725,-9.897461,19.807899,19.795898,-22.294558,-22.278182,-0.024060,-0.022270
1125,-9.975888,-9.953125,19.925993,19.907227,-22.427257,-22.403471,-0.022963,-0.022396
1126,-9.995367,-9.969727,19.964822,19.937500,-22.471236,-22.437907,-0.020735,-0.022430
1127,-9.976041,-9.946289,19.926143,19.891602,-22.426825,-22.386131,-0.023704,-0.022378
1128,-9.916795,-9.884766,19.807724,19.767578,-22.293782,-22.246677,-0.023173,-0.022239
1129,-9.819148,-9.786133,19.612607,19.572266,-22.073902,-22.026628,-0.021428,-0.022019
1130,-9.682452,-9.650391,19.339492,19.301758,-21.766974,-21.722076,-0.020824,-0.021714
1131,-9.507070,-9.478516,18.989106,18.958984,-21.371181,-21.336197,-0.022646,-0.021329
1132,-9.294941,-9.270508,18.565327,18.543945,-20.895150,-20.868990,-0.020212,-0.020862
1133,-9.045393,-9.024414,18.066804,18.054688,-20.335691,-20.318012,-0.021846,-0.020311
